id,order_id,product_id,quantity,unit_price,discount
6605,2766,156,4,142.99,0
6606,2767,313,1,1860.95,15
6607,2768,449,2,225.99,0
6608,2768,366,4,282.49,10
6609,2768,189,2,325.99,0
6610,2769,269,2,421.49,5
6611,2769,251,2,374.99,10
6612,2769,287,1,670.99,5
6613,2769,392,2,71.99,0
6614,2770,298,3,2422.95,5
6615,2770,329,4,277.49,10
6616,2771,167,1,138.49,0
6617,2771,477,4,927.99,0
6618,2772,205,1,1033.95,5
6619,2773,119,1,1498.95,15
6620,2773,364,1,438.99,0
6621,2774,344,1,1577.49,0
6622,2774,41,1,1333.95,0
6623,2774,378,1,64.99,5
6624,2775,284,4,1919.95,10
6625,2775,47,3,146.0,0
6626,2775,367,1,129.99,5
6627,2776,413,1,544.95,0
6628,2776,2,2,882.99,0
6629,2776,187,1,682.99,0
6630,2777,179,1,1662.49,5
6631,2777,43,1,131.99,0
6632,2777,409,1,1596.0,0
6633,2777,98,1,185.95,0
6634,2777,437,1,252.95,0
6635,2778,292,4,742.99,5
6636,2779,53,2,52.99,0
6637,2780,272,1,507.49,5
6638,2780,111,2,659.49,5
6639,2781,83,2,268.99,0
6640,2781,102,2,156.99,0
6641,2782,125,4,195.95,10
6642,2782,377,1,237.95,10
6643,2783,182,1,609.95,0
6644,2783,7,3,901.95,5
6645,2783,151,2,415.99,5
6646,2784,78,1,2268.99,5
6647,2784,109,3,462.49,10
6648,2785,407,1,1090.99,0
6649,2786,195,1,190.0,5
6650,2787,196,1,351.95,0
6651,2787,497,1,856.49,5
6652,2788,172,4,249.99,5
6653,2788,283,1,492.99,5
6654,2788,155,1,149.49,10
6655,2788,18,2,2501.99,5
6656,2789,333,3,258.49,10
6657,2789,179,2,1662.49,5
6658,2790,150,2,2972.95,10
6659,2791,114,1,96.99,10
6660,2791,121,3,109.99,10
6661,2792,206,2,106.95,0
6662,2792,360,1,290.99,0
6663,2792,127,1,1000.49,5
6664,2793,378,2,64.99,0
6665,2793,214,1,1104.99,0
6666,2794,484,1,58.0,0
6667,2794,230,1,1457.49,5
6668,2795,458,1,2901.99,10
6669,2796,52,1,63.49,0
6670,2796,196,1,351.95,15
6671,2797,226,1,1389.99,5
6672,2798,382,2,407.0,0
6673,2798,328,1,1839.99,0
6674,2799,463,1,487.49,0
6675,2800,196,4,351.95,10
6676,2801,135,1,354.49,0
6677,2801,393,5,452.95,5
6678,2801,54,2,96.95,5
6679,2801,190,2,453.99,10
6680,2802,294,1,318.49,0
6681,2802,409,3,1596.0,0
6682,2802,453,1,1248.49,5
6683,2803,99,1,31.99,0
6684,2803,228,1,24.49,0
6685,2804,338,1,1101.0,0
6686,2804,347,3,126.99,10
6687,2805,80,1,177.99,0
6688,2806,107,1,249.49,5
6689,2806,274,1,140.49,10
6690,2806,131,2,170.99,0
6691,2806,481,4,731.49,10
6692,2807,278,2,324.49,5
6693,2807,258,1,293.99,10
6694,2808,97,1,795.99,0
6695,2809,401,1,156.95,0
6696,2810,370,1,1071.99,0
6697,2810,220,2,1233.99,15
6698,2811,229,3,259.49,10
6699,2811,328,2,1839.99,0
6700,2812,251,1,374.99,10
6701,2813,418,2,247.99,10
6702,2814,108,1,1756.95,0
6703,2814,391,1,259.95,5
6704,2814,96,3,120.99,10
6705,2815,284,1,1919.95,0
6706,2815,349,1,127.99,15
6707,2815,274,4,140.49,5
6708,2815,114,2,96.99,0
6709,2816,30,4,64.99,10
6710,2817,100,1,41.99,0
6711,2817,37,4,1368.95,10
6712,2818,45,4,1364.95,5
6713,2819,94,3,785.99,0
6714,2819,121,1,109.99,0
6715,2820,283,4,492.99,15
6716,2820,328,1,1839.99,10
6717,2820,310,5,1483.99,0
6718,2820,68,5,59.99,0
6719,2820,75,2,1306.95,15
6720,2821,149,1,319.99,0
6721,2822,70,3,799.99,10
6722,2823,272,1,507.49,5
6723,2823,203,1,138.49,0
6724,2823,215,1,618.49,15
6725,2823,478,2,310.95,0
6726,2823,192,1,389.49,0
6727,2824,102,2,156.99,0
6728,2825,341,1,311.49,0
6729,2825,201,1,128.49,0
6730,2825,91,2,276.95,0
6731,2826,432,1,120.49,0
6732,2826,272,2,507.49,5
6733,2826,316,4,188.0,15
6734,2827,494,1,251.49,0
6735,2827,395,2,199.0,10
6736,2827,168,1,44.49,5
6737,2828,260,3,1798.99,0
6738,2828,275,1,1533.99,5
6739,2828,206,1,106.95,10
6740,2829,211,5,165.95,10
6741,2830,471,1,1812.99,0
6742,2831,316,1,188.0,10
6743,2831,298,1,2422.95,10
6744,2831,28,3,1023.0,10
6745,2831,375,5,113.99,5
6746,2831,97,1,795.99,0
6747,2832,25,1,1306.99,0
6748,2833,480,1,140.0,15
6749,2834,381,1,1156.49,15
6750,2834,142,1,197.0,0
6751,2834,67,1,495.99,15
6752,2834,390,5,507.95,0
6753,2834,198,1,685.99,0
6754,2835,379,1,457.49,10
6755,2835,129,2,278.99,5
6756,2836,417,1,1549.95,10
6757,2836,171,2,1273.95,0
6758,2836,212,1,399.99,0
6759,2836,395,2,199.0,0
6760,2837,15,1,249.99,15
6761,2837,77,2,1160.99,10
6762,2837,361,2,954.49,0
6763,2838,496,1,524.99,0
6764,2838,99,1,31.99,0
6765,2839,66,3,2310.95,10
6766,2840,179,5,1662.49,0
6767,2840,84,2,244.99,15
6768,2840,202,2,1161.99,15
6769,2841,442,2,1994.99,0
6770,2841,128,4,2207.99,0
6771,2841,51,1,98.99,0
6772,2842,157,1,2748.99,0
6773,2842,495,4,240.49,15
6774,2843,1,2,915.0,0
6775,2843,350,4,82.95,5
6776,2843,210,2,1104.99,0
6777,2843,206,3,106.95,0
6778,2844,465,2,12.99,0
6779,2844,46,1,1136.49,10
6780,2845,341,3,311.49,0
6781,2845,488,1,60.49,15
6782,2845,268,5,108.49,0
6783,2845,324,1,277.49,15
6784,2846,333,4,258.49,0
6785,2846,477,1,927.99,0
6786,2846,377,1,237.95,10
6787,2847,106,1,324.99,15
6788,2847,139,3,162.99,10
6789,2847,391,3,259.95,0
6790,2847,353,5,63.95,0
6791,2848,65,5,728.99,0
6792,2848,118,1,1967.99,15
6793,2849,205,1,1033.95,10
6794,2849,29,4,151.99,10
6795,2850,217,1,196.99,10
6796,2850,201,1,128.49,0
6797,2850,164,1,1328.49,15
6798,2850,76,1,244.49,0
6799,2851,331,1,357.95,5
6800,2851,421,1,257.95,15
6801,2851,148,4,181.49,0
6802,2852,324,2,277.49,15
6803,2852,54,2,96.95,10
6804,2852,388,1,1375.49,0
6805,2853,286,3,282.99,5
6806,2854,328,2,1839.99,0
6807,2854,146,3,344.95,0
6808,2854,251,2,374.99,5
6809,2854,157,2,2748.99,0
6810,2854,429,3,302.49,0
6811,2855,429,3,302.49,0
6812,2855,124,4,66.99,0
6813,2855,40,5,1242.95,10
6814,2855,341,1,311.49,0
6815,2855,415,4,349.49,0
6816,2856,318,1,174.99,5
6817,2857,79,1,1036.95,0
6818,2857,258,1,293.99,0
6819,2857,35,4,230.49,5
6820,2857,272,2,507.49,5
6821,2857,137,1,2368.99,0
6822,2858,354,3,1086.49,15
6823,2859,314,5,81.49,5
6824,2859,14,1,497.0,5
6825,2859,262,1,289.49,10
6826,2859,273,1,17.0,5
6827,2860,423,4,116.99,0
6828,2861,423,3,116.99,0
6829,2861,354,4,1086.49,15
6830,2862,134,1,157.99,5
6831,2862,48,2,1112.49,0
6832,2862,98,1,185.95,0
6833,2862,143,2,1382.99,10
6834,2862,406,1,49.49,10
6835,2863,225,2,91.0,10
6836,2864,148,1,181.49,10
6837,2864,74,1,14.99,5
6838,2864,176,2,132.49,10
6839,2865,184,3,1180.95,5
6840,2865,353,2,63.95,5
6841,2866,108,2,1756.95,0
6842,2867,464,2,824.99,0
6843,2867,37,1,1368.95,0
6844,2867,66,4,2310.95,0
6845,2868,392,1,71.99,10
6846,2868,347,1,126.99,5
6847,2869,374,1,269.49,0
6848,2870,361,3,954.49,0
6849,2870,441,3,1092.0,10
6850,2871,270,5,160.0,5
6851,2872,58,1,416.95,15
6852,2873,415,1,349.49,0
6853,2873,306,2,1085.0,0
6854,2873,108,1,1756.95,5
6855,2874,327,1,208.99,5
6856,2875,32,2,31.99,5
6857,2876,250,5,107.99,0
6858,2876,452,4,170.95,15
6859,2877,52,1,63.49,5
6860,2877,342,2,1449.95,10
6861,2878,374,2,269.49,15
6862,2878,467,3,76.99,15
6863,2878,274,2,140.49,5
6864,2878,144,1,2989.99,0
6865,2878,252,1,1887.49,10
6866,2879,211,1,165.95,10
6867,2880,52,2,63.49,15
6868,2881,14,2,497.0,5
6869,2881,305,3,990.49,0
6870,2881,126,1,132.95,0
6871,2882,109,1,462.49,5
6872,2882,15,1,249.99,0
6873,2882,213,1,406.95,15
6874,2883,425,1,23.99,5
6875,2883,139,1,162.99,0
6876,2884,32,3,31.99,5
6877,2884,394,2,33.95,0
6878,2884,218,4,1549.99,0
6879,2884,484,4,58.0,0
6880,2884,169,2,1262.99,0
6881,2885,417,5,1549.95,0
6882,2885,339,1,986.49,5
6883,2886,405,1,1196.49,10
6884,2886,496,4,524.99,5
6885,2886,436,1,787.99,0
6886,2887,229,1,259.49,0
6887,2887,135,1,354.49,15
6888,2887,151,1,415.99,0
6889,2887,95,4,1297.49,0
6890,2888,25,1,1306.99,0
6891,2888,60,1,199.99,5
6892,2888,374,2,269.49,0
6893,2889,448,1,101.95,5
6894,2890,402,1,211.49,0
6895,2890,403,1,1000.99,15
6896,2890,140,1,79.95,10
6897,2890,489,1,859.49,0
6898,2891,152,2,1850.95,0
6899,2891,375,1,113.99,0
6900,2891,496,1,524.99,10
6901,2892,217,1,196.99,0
6902,2892,31,1,350.49,0
6903,2893,406,1,49.49,5
6904,2893,417,1,1549.95,5
6905,2893,197,1,106.99,0
6906,2893,181,1,240.99,0
6907,2894,324,1,277.49,0
6908,2895,427,1,129.0,15
6909,2895,418,1,247.99,10
6910,2895,52,3,63.49,0
6911,2895,321,2,1947.99,0
6912,2896,143,1,1382.99,15
6913,2896,195,2,190.0,15
6914,2896,304,1,1269.99,5
6915,2896,215,1,618.49,5
6916,2896,145,1,1071.49,5
6917,2897,140,2,79.95,0
6918,2897,483,2,18.99,5
6919,2897,382,3,407.0,0
6920,2898,469,2,815.95,15
6921,2898,428,5,395.0,0
6922,2898,154,1,231.99,5
6923,2898,498,1,1002.0,10
6924,2899,80,1,177.99,5
6925,2899,330,3,656.99,0
6926,2899,384,1,1247.49,15
6927,2900,293,2,413.95,0
6928,2901,438,2,168.49,0
6929,2901,276,3,330.99,5
6930,2902,386,2,184.0,5
6931,2902,30,4,64.99,0
6932,2902,355,3,161.95,0
6933,2902,313,2,1860.95,5
6934,2902,42,1,340.99,0
6935,2903,386,1,184.0,5
6936,2903,439,1,1889.49,0
6937,2904,213,1,406.95,0
6938,2904,249,1,606.49,15
6939,2904,24,4,45.49,15
6940,2904,339,1,986.49,0
6941,2905,384,1,1247.49,0
6942,2905,10,2,34.99,0
6943,2905,357,3,1955.49,5
6944,2905,44,2,1778.99,5
6945,2905,185,2,438.49,0
6946,2906,383,2,1319.49,0
6947,2907,386,1,184.0,0
6948,2907,345,1,732.49,0
6949,2907,210,3,1104.99,15
6950,2907,108,1,1756.95,5
6951,2908,241,2,853.95,0
6952,2908,67,1,495.99,0
6953,2908,271,2,1116.49,5
6954,2908,321,1,1947.99,5
6955,2908,362,2,205.0,0
6956,2909,210,4,1104.99,10
6957,2910,136,4,404.99,5
6958,2910,277,3,294.99,15
6959,2910,89,1,1503.99,0
6960,2910,329,1,277.49,0
6961,2911,240,1,189.95,0
6962,2911,349,1,127.99,0
6963,2911,270,5,160.0,5
6964,2911,132,1,1397.99,15
6965,2912,91,1,276.95,0
6966,2912,177,1,173.99,0
6967,2913,343,1,209.99,5
6968,2914,395,2,199.0,0
6969,2915,145,1,1071.49,0
6970,2916,61,1,1360.99,10
6971,2916,331,1,357.95,0
6972,2916,356,1,95.49,15
6973,2917,303,2,241.49,0
6974,2917,179,1,1662.49,0
6975,2917,50,3,296.99,5
6976,2917,43,1,131.99,0
6977,2918,486,4,109.99,10
6978,2919,454,2,182.49,0
6979,2919,147,1,1608.0,5
6980,2919,82,1,177.49,5
6981,2920,92,1,1370.99,10
6982,2920,448,5,101.95,5
6983,2920,230,3,1457.49,0
6984,2920,244,1,1104.99,15
6985,2920,405,1,1196.49,0
6986,2921,157,3,2748.99,0
6987,2921,346,2,2447.49,0
6988,2921,397,2,1143.95,0
6989,2922,427,4,129.0,0
6990,2922,138,1,105.99,5
6991,2923,197,1,106.99,0
6992,2923,471,1,1812.99,5
6993,2923,316,4,188.0,0
6994,2924,52,2,63.49,0
6995,2924,381,2,1156.49,0
6996,2924,163,1,46.0,0
6997,2925,398,3,158.99,0
6998,2926,473,1,907.49,0
6999,2926,52,3,63.49,0
7000,2927,59,3,415.95,5
7001,2928,356,3,95.49,5
7002,2928,24,5,45.49,5
7003,2929,411,4,396.99,5
7004,2929,256,3,42.99,15
7005,2929,120,5,193.99,0
7006,2929,4,1,232.95,10
7007,2929,95,2,1297.49,5
7008,2930,40,3,1242.95,5
7009,2930,424,4,32.49,15
7010,2931,40,1,1242.95,0
7011,2932,161,5,1025.49,0
7012,2932,438,2,168.49,0
7013,2932,44,1,1778.99,0
7014,2932,500,1,2642.49,5
7015,2933,125,1,195.95,0
7016,2933,473,4,907.49,5
7017,2934,98,3,185.95,0
7018,2934,410,4,147.0,10
7019,2934,456,5,742.99,5
7020,2935,77,2,1160.99,0
7021,2935,163,1,46.0,0
7022,2936,383,2,1319.49,0
7023,2937,379,3,457.49,0
7024,2937,266,1,15.0,5
7025,2937,82,3,177.49,0
7026,2937,256,1,42.99,15
7027,2938,286,1,282.99,5
7028,2938,88,1,63.99,15
7029,2939,143,3,1382.99,5
7030,2940,276,1,330.99,0
7031,2941,213,4,406.95,0
7032,2941,395,1,199.0,5
7033,2942,341,1,311.49,10
7034,2942,259,4,139.49,0
7035,2942,60,1,199.99,5
7036,2943,219,1,1965.99,0
7037,2944,350,1,82.95,10
7038,2944,25,3,1306.99,0
7039,2944,161,1,1025.49,0
7040,2945,364,1,438.99,0
7041,2945,381,2,1156.49,0
7042,2945,275,2,1533.99,15
7043,2945,451,1,1834.95,0
7044,2945,4,2,232.95,0
7045,2946,372,1,967.49,10
7046,2947,326,2,1046.99,0
7047,2948,101,5,99.99,0
7048,2948,217,5,196.99,10
7049,2949,177,3,173.99,10
7050,2949,304,2,1269.99,5
7051,2949,300,3,206.99,5
7052,2950,387,1,69.99,0
7053,2951,77,2,1160.99,5
7054,2951,184,3,1180.95,10
7055,2952,116,1,1506.95,0
7056,2952,462,1,709.0,10
7057,2953,212,5,399.99,0
7058,2953,78,3,2268.99,0
7059,2954,442,2,1994.99,0
7060,2954,193,1,1129.95,0
7061,2955,484,1,58.0,5
7062,2955,468,1,253.95,0
7063,2956,431,2,278.95,0
7064,2957,166,1,495.99,0
7065,2957,277,5,294.99,15
7066,2958,32,1,31.99,10
7067,2959,322,1,849.49,5
7068,2959,255,3,111.95,0
7069,2959,455,1,67.99,10
7070,2959,20,1,19.0,0
7071,2960,30,1,64.99,5
7072,2960,135,2,354.49,0
7073,2960,241,2,853.95,0
7074,2960,8,1,100.99,0
7075,2961,320,2,88.49,15
7076,2962,1,1,915.0,0
7077,2962,278,1,324.49,0
7078,2963,95,1,1297.49,0
7079,2963,7,2,901.95,0
7080,2964,48,1,1112.49,5
7081,2964,411,2,396.99,15
7082,2965,355,2,161.95,0
7083,2965,62,2,142.99,0
7084,2965,450,1,843.49,0
7085,2966,22,5,544.95,0
7086,2966,141,1,959.95,5
7087,2966,377,3,237.95,0
7088,2967,288,4,1513.49,0
7089,2967,293,1,413.95,0
7090,2967,458,2,2901.99,0
7091,2968,27,1,470.99,0
7092,2968,188,1,258.49,0
7093,2969,45,1,1364.95,0
7094,2970,98,1,185.95,0
7095,2971,496,2,524.99,10
7096,2971,162,1,54.99,0
7097,2971,355,3,161.95,0
7098,2971,497,3,856.49,5
7099,2972,56,2,51.95,10
7100,2972,274,3,140.49,0
7101,2972,230,2,1457.49,0
7102,2972,317,1,592.99,0
7103,2972,282,3,1089.0,0
7104,2973,3,1,2990.49,0
7105,2973,394,3,33.95,5
7106,2974,470,1,317.49,0
7107,2974,223,1,1801.49,0
7108,2974,476,1,1080.49,0
7109,2974,195,1,190.0,0
7110,2975,183,5,933.99,0
7111,2975,106,2,324.99,10
7112,2976,312,3,193.49,5
7113,2977,473,1,907.49,0
7114,2977,203,2,138.49,5
7115,2978,352,4,724.49,5
7116,2978,90,2,96.99,0
7117,2978,259,1,139.49,10
7118,2978,333,1,258.49,10
7119,2978,35,2,230.49,5
7120,2979,190,1,453.99,0
7121,2979,88,4,63.99,0
7122,2979,279,3,382.95,5
7123,2979,345,2,732.49,0
7124,2980,112,1,496.0,0
7125,2980,64,1,474.99,5
7126,2981,466,2,286.99,0
7127,2982,461,3,164.99,5
7128,2983,111,1,659.49,15
7129,2984,328,4,1839.99,0
7130,2984,311,2,259.99,0
7131,2985,269,1,421.49,15
7132,2986,377,4,237.95,5
7133,2987,277,2,294.99,0
7134,2987,487,3,466.49,0
7135,2988,71,2,190.99,5
7136,2988,139,5,162.99,0
7137,2989,414,1,304.99,5
7138,2990,472,1,147.49,15
7139,2990,467,1,76.99,0
7140,2990,226,1,1389.99,0
7141,2990,267,1,389.99,15
7142,2991,219,2,1965.99,0
7143,2991,176,1,132.49,10
7144,2992,92,2,1370.99,0
7145,2993,342,1,1449.95,0
7146,2994,120,2,193.99,15
7147,2994,286,2,282.99,10
7148,2994,209,3,1882.95,5
7149,2994,344,2,1577.49,0
7150,2994,276,1,330.99,5
7151,2995,221,1,916.95,0
7152,2995,45,1,1364.95,0
7153,2996,362,1,205.0,0
7154,2996,157,1,2748.99,0
7155,2996,427,2,129.0,0
7156,2996,396,3,1050.99,0
7157,2996,297,1,1990.0,10
7158,2997,310,3,1483.99,5
7159,2998,341,4,311.49,0
7160,2998,304,4,1269.99,15
7161,2999,67,2,495.99,0
7162,2999,336,3,860.95,5
7163,2999,377,3,237.95,0
7164,2999,446,2,941.49,0
7165,3000,235,1,567.49,10
7166,3000,352,1,724.49,0
7167,3000,477,5,927.99,0
7168,3000,423,3,116.99,0
7169,3000,102,4,156.99,0
7170,3001,61,3,1360.99,0
7171,3002,209,5,1882.95,15
7172,3002,139,1,162.99,0
7173,3002,91,2,276.95,0
7174,3002,76,2,244.49,0
7175,3002,235,4,567.49,5
7176,3003,345,1,732.49,0
7177,3003,436,1,787.99,0
7178,3003,135,2,354.49,0
7179,3003,41,3,1333.95,15
7180,3004,288,1,1513.49,15
7181,3004,253,1,449.99,0
7182,3004,473,1,907.49,0
7183,3005,442,1,1994.99,15
7184,3006,309,1,273.0,5
7185,3006,492,1,67.49,0
7186,3006,254,3,508.99,0
7187,3006,235,3,567.49,0
7188,3006,361,2,954.49,0
7189,3007,439,4,1889.49,15
7190,3008,247,3,2104.99,10
7191,3008,77,1,1160.99,10
7192,3008,403,1,1000.99,10
7193,3008,445,1,94.99,5
7194,3009,150,2,2972.95,0
7195,3009,89,2,1503.99,0
7196,3010,179,2,1662.49,15
7197,3010,492,1,67.49,15
7198,3011,241,2,853.95,0
7199,3011,289,3,129.99,5
7200,3011,294,1,318.49,0
7201,3012,115,1,293.95,5
7202,3012,147,2,1608.0,0
7203,3012,105,3,797.99,0
7204,3012,471,2,1812.99,0
7205,3012,136,3,404.99,5
7206,3013,470,1,317.49,0
7207,3013,138,2,105.99,15
7208,3013,439,3,1889.49,0
7209,3014,78,5,2268.99,5
7210,3014,49,1,956.0,0
7211,3015,234,1,420.95,10
7212,3015,27,1,470.99,5
7213,3015,250,4,107.99,5
7214,3016,478,3,310.95,10
7215,3016,131,4,170.99,0
7216,3017,379,2,457.49,0
7217,3018,256,3,42.99,5
7218,3018,254,2,508.99,5
7219,3018,340,3,1083.99,0
7220,3018,169,2,1262.99,0
7221,3018,84,2,244.99,0
7222,3019,469,4,815.95,0
7223,3019,186,1,513.99,10
7224,3019,232,3,1932.99,0
7225,3019,499,1,1573.49,15
7226,3019,368,1,1623.99,5
7227,3020,426,1,214.99,5
7228,3020,380,3,166.99,0
7229,3020,253,1,449.99,15
7230,3020,491,1,1200.99,15
7231,3021,197,1,106.99,10
7232,3021,451,3,1834.95,10
7233,3022,403,2,1000.99,0
7234,3022,23,2,71.99,5
7235,3022,88,4,63.99,10
7236,3022,256,2,42.99,10
7237,3023,167,1,138.49,10
7238,3024,170,4,50.99,10
7239,3024,461,1,164.99,5
7240,3024,111,1,659.49,5
7241,3025,198,1,685.99,5
7242,3025,397,2,1143.95,0
7243,3025,96,1,120.99,5
7244,3025,92,1,1370.99,5
7245,3026,167,1,138.49,0
7246,3027,59,2,415.95,5
7247,3027,304,1,1269.99,5
7248,3027,362,5,205.0,10
7249,3028,295,4,933.49,5
7250,3029,473,2,907.49,0
7251,3029,118,1,1967.99,5
7252,3030,465,1,12.99,0
7253,3031,182,2,609.95,0
7254,3032,373,3,1448.49,15
7255,3032,236,3,160.49,0
7256,3032,352,1,724.49,0
7257,3032,193,1,1129.95,0
7258,3033,237,3,14.49,10
7259,3033,190,3,453.99,0
7260,3033,215,3,618.49,10
7261,3034,31,1,350.49,0
7262,3035,402,1,211.49,10
7263,3036,429,3,302.49,0
7264,3036,51,3,98.99,0
7265,3036,193,3,1129.95,10
7266,3036,487,1,466.49,10
7267,3037,36,3,590.99,0
7268,3037,326,1,1046.99,15
7269,3037,457,3,228.49,0
7270,3038,310,1,1483.99,0
7271,3039,337,3,1220.95,5
7272,3040,146,1,344.95,5
7273,3040,212,2,399.99,5
7274,3041,442,4,1994.99,0
7275,3042,289,2,129.99,5
7276,3042,277,1,294.99,0
7277,3043,91,5,276.95,15
7278,3043,229,1,259.49,5
7279,3044,250,1,107.99,15
7280,3044,417,1,1549.95,10
7281,3045,428,1,395.0,0
7282,3046,486,3,109.99,0
7283,3046,151,4,415.99,5
7284,3047,29,2,151.99,0
7285,3047,291,3,139.49,0
7286,3047,143,1,1382.99,15
7287,3048,335,3,1818.49,0
7288,3049,12,1,1493.49,0
7289,3049,14,1,497.0,0
7290,3050,169,2,1262.99,0
7291,3050,51,1,98.99,0
7292,3051,223,2,1801.49,0
7293,3051,405,2,1196.49,10
7294,3051,432,1,120.49,5
7295,3052,459,2,195.0,10
7296,3053,143,1,1382.99,10
7297,3053,84,1,244.99,15
7298,3053,497,1,856.49,5
7299,3053,2,5,882.99,5
7300,3054,351,5,67.49,0
7301,3054,302,2,173.95,0
7302,3055,267,1,389.99,0
7303,3055,443,2,606.99,0
7304,3055,212,3,399.99,5
7305,3056,313,1,1860.95,5
7306,3056,139,1,162.99,15
7307,3056,302,1,173.95,5
7308,3056,495,1,240.49,0
7309,3056,432,4,120.49,0
7310,3057,358,1,1492.95,0
7311,3057,390,1,507.95,5
7312,3057,243,1,47.0,0
7313,3058,132,1,1397.99,0
7314,3058,276,2,330.99,0
7315,3058,404,1,1149.99,10
7316,3059,499,1,1573.49,5
7317,3059,53,4,52.99,15
7318,3060,389,1,282.99,0
7319,3061,113,2,469.99,0
7320,3061,76,1,244.49,0
7321,3061,143,3,1382.99,10
7322,3061,121,4,109.99,0
7323,3061,129,1,278.99,5
7324,3062,354,1,1086.49,0
7325,3063,244,4,1104.99,5
7326,3064,296,3,250.49,0
7327,3064,97,3,795.99,10
7328,3064,445,1,94.99,5
7329,3065,181,2,240.99,10
7330,3066,192,1,389.49,10
7331,3066,435,2,402.99,0
7332,3066,11,1,775.0,10
7333,3066,33,3,566.49,10
7334,3066,44,3,1778.99,10
7335,3067,279,1,382.95,5
7336,3067,261,1,492.0,15
7337,3067,357,5,1955.49,5
7338,3067,346,2,2447.49,5
7339,3068,299,3,95.0,0
7340,3068,282,1,1089.0,0
7341,3069,232,3,1932.99,10
7342,3069,353,2,63.95,10
7343,3069,383,1,1319.49,0
7344,3069,187,1,682.99,5
7345,3070,106,1,324.99,0
7346,3070,402,1,211.49,15
7347,3070,144,2,2989.99,5
7348,3070,396,1,1050.99,0
7349,3071,292,2,742.99,5
7350,3071,304,1,1269.99,0
7351,3071,409,5,1596.0,5
7352,3072,499,2,1573.49,5
7353,3072,299,1,95.0,5
7354,3073,334,1,50.95,0
7355,3074,18,2,2501.99,5
7356,3074,352,1,724.49,0
7357,3075,347,4,126.99,10
7358,3075,495,2,240.49,0
7359,3075,483,1,18.99,0
7360,3075,281,4,11.49,0
7361,3076,400,5,162.95,5
7362,3077,140,3,79.95,0
7363,3077,108,1,1756.95,0
7364,3077,411,1,396.99,10
7365,3078,115,1,293.95,5
7366,3078,398,2,158.99,5
7367,3078,483,3,18.99,0
7368,3079,250,5,107.99,0
7369,3079,169,3,1262.99,0
7370,3080,383,1,1319.49,0
7371,3080,242,1,619.49,15
7372,3081,159,1,169.49,0
7373,3081,199,1,126.99,0
7374,3081,4,2,232.95,0
7375,3082,162,2,54.99,0
7376,3082,270,1,160.0,0
7377,3083,177,1,173.99,0
7378,3084,116,4,1506.95,0
7379,3084,50,4,296.99,0
7380,3085,87,2,544.49,0
7381,3085,80,2,177.99,15
7382,3085,100,1,41.99,10
7383,3085,279,2,382.95,5
7384,3086,199,4,126.99,0
7385,3086,316,1,188.0,15
7386,3086,43,2,131.99,10
7387,3087,490,1,383.99,10
7388,3087,283,1,492.99,5
7389,3087,4,4,232.95,0
7390,3088,167,1,138.49,0
7391,3088,499,3,1573.49,0
7392,3089,486,1,109.99,0
7393,3089,174,2,254.0,0
7394,3089,52,1,63.49,10
7395,3089,106,2,324.99,15
7396,3090,174,1,254.0,0
7397,3090,291,1,139.49,0
7398,3090,324,3,277.49,0
7399,3090,349,5,127.99,15
7400,3091,259,3,139.49,0
7401,3091,10,2,34.99,0
7402,3092,266,2,15.0,0
7403,3092,124,1,66.99,15
7404,3093,367,3,129.99,15
7405,3093,346,1,2447.49,5
7406,3094,11,1,775.0,0
7407,3094,72,1,933.99,5
7408,3094,110,2,178.0,5
7409,3094,87,1,544.49,0
7410,3095,471,2,1812.99,0
7411,3095,381,3,1156.49,0
7412,3096,339,2,986.49,5
7413,3096,75,4,1306.95,15
7414,3096,345,3,732.49,5
7415,3097,402,1,211.49,10
7416,3097,490,1,383.99,15
7417,3097,85,2,1051.49,0
7418,3098,386,1,184.0,0
7419,3098,152,1,1850.95,15
7420,3099,173,1,821.99,0
7421,3099,112,1,496.0,5
7422,3099,33,1,566.49,0
7423,3099,443,2,606.99,0
7424,3099,152,1,1850.95,5
7425,3100,72,1,933.99,0
7426,3100,304,1,1269.99,15
7427,3101,268,1,108.49,5
7428,3102,58,1,416.95,0
7429,3102,252,1,1887.49,0
7430,3103,231,5,410.99,5
7431,3103,216,4,1768.0,0
7432,3103,96,4,120.99,0
7433,3104,19,3,294.99,0
7434,3104,180,1,1589.99,0
7435,3105,463,3,487.49,15
7436,3105,53,4,52.99,5
7437,3105,14,3,497.0,0
7438,3106,431,4,278.95,0
7439,3107,419,1,96.99,0
7440,3107,183,1,933.99,0
7441,3108,495,1,240.49,10
7442,3108,294,4,318.49,5
7443,3108,298,1,2422.95,0
7444,3108,290,1,740.49,5
7445,3108,80,2,177.99,10
7446,3109,6,1,265.99,15
7447,3109,127,4,1000.49,5
7448,3110,438,1,168.49,0
7449,3110,271,2,1116.49,0
7450,3111,251,2,374.99,0
7451,3111,113,1,469.99,5
7452,3111,456,2,742.99,0
7453,3111,8,3,100.99,5
7454,3111,376,2,35.95,0
7455,3112,9,1,1431.99,10
7456,3113,498,3,1002.0,0
7457,3113,467,3,76.99,0
7458,3114,242,2,619.49,0
7459,3114,107,3,249.49,15
7460,3114,283,1,492.99,10
7461,3115,289,3,129.99,0
7462,3115,194,3,120.99,0
